0.000000000000E+000 5.000000000000E+000 0.000000000000E+000
1.000000000000E-001 4.975020825382E+000 -4.991670933086E-001
2.000000000000E-001 4.900332885188E+000 -9.933466738222E-001
3.000000000000E-001 4.776682436659E+000 -1.477601062327E+000
4.000000000000E-001 4.605304954253E+000 -1.947091748849E+000
5.000000000000E-001 4.387912785193E+000 -2.397127737454E+000
6.000000000000E-001 4.126678040260E+000 -2.823212417122E+000
7.000000000000E-001 3.824210890779E+000 -3.221088490407E+000
8.000000000000E-001 3.483533488646E+000 -3.586780510945E+000
9.000000000000E-001 3.108049769989E+000 -3.916634604799E+000
1.000000000000E+000 2.701511444158E+000 -4.207354978766E+000
1.100000000000E+000 2.267980507885E+000 -4.456036850851E+000
1.200000000000E+000 1.811788659155E+000 -4.660195473891E+000
1.300000000000E+000 1.337494016307E+000 -4.817790962328E+000
1.400000000000E+000 8.498355748234E-001 -4.927248674071E+000
1.500000000000E+000 3.536858568505E-001 -4.987474943803E+000
1.600000000000E+000 -1.459977734346E-001 -4.997868010520E+000
1.700000000000E+000 -6.442226421694E-001 -4.958324030130E+000
1.800000000000E+000 -1.136010650955E+000 -4.869238113031E+000
1.900000000000E+000 -1.616448016374E+000 -4.731500376293E+000
2.000000000000E+000 -2.080734366886E+000 -4.546487049909E+000
2.100000000000E+000 -2.524230706563E+000 -4.316046725952E+000
2.200000000000E+000 -2.942505766399E+000 -4.042481888060E+000
2.300000000000E+000 -3.331380280091E+000 -3.728525905774E+000
2.400000000000E+000 -3.686968741886E+000 -3.377315723617E+000
2.500000000000E+000 -4.005718229272E+000 -2.992360517775E+000
2.600000000000E+000 -4.284443902606E+000 -2.577506633573E+000
2.700000000000E+000 -4.520360826982E+000 -2.136899154055E+000
2.800000000000E+000 -4.711111798380E+000 -1.674940483691E+000
2.900000000000E+000 -4.854790896070E+000 -1.196246360997E+000
3.000000000000E+000 -4.949962525945E+000 -7.055997396073E-001
3.100000000000E+000 -4.995675764499E+000 -2.079029985735E-001
3.200000000000E+000 -4.991473860146E+000 2.918710405830E-001
3.300000000000E+000 -4.937398796925E+000 7.887288006642E-001
3.400000000000E+000 -4.833990875016E+000 1.277705842970E+000
3.500000000000E+000 -4.682283312235E+000 1.753916470330E+000
3.600000000000E+000 -4.483791920461E+000 2.212602543377E+000
3.700000000000E+000 -4.240499960150E+000 2.649181022307E+000
3.800000000000E+000 -3.954838324245E+000 3.059289759093E+000
