# N\tplain_act_err\tquasi_act_err_mean\tplain_est_err\tquasi_stddev\t1/sqrt(N)
100	8.851582E-002	4.424802E-002	2.124050E-001	1.370570E-001	1.000000E-001
1000	1.650336E-002	6.084652E-002	6.827226E-002	5.671866E-002	3.162278E-002
5000	5.338026E-002	2.999441E-002	9.047154E-002	2.437147E-002	1.414214E-002
10000	1.908566E-002	2.397826E-002	4.463320E-002	3.738986E-002	1.000000E-002
50000	3.676265E-002	7.798603E-003	1.160346E-002	1.831224E-002	4.472136E-003
100000	1.873646E-001	9.116633E-003	1.924978E-001	1.060765E-002	3.162278E-003
