# t	ln_central	ln_pp	ln_pm	ln_mp	ln_mm
0	4.9586648626489893	4.9940667919130917	4.9940667919130917	4.923262933384887	4.923262933384887
0.080402010050251257	4.9449463461054739	4.9797728685481086	4.980923682191043	4.9089690100199039	4.9101198236628383
0.16080402010050251	4.9312278295619576	4.9654789451831247	4.9677805724689952	4.89467508665492	4.8969767139407905
0.24120603015075376	4.9175093130184422	4.9511850218181417	4.9546374627469465	4.880381163289937	4.8838336042187418
0.32160804020100503	4.9037907964749259	4.9368910984531587	4.9414943530248987	4.866087239924954	4.870690494496694
0.4020100502512563	4.8900722799314105	4.9225971750881747	4.92835124330285	4.85179331655997	4.8575473847746453
0.48241206030150752	4.8763537633878942	4.9083032517231917	4.9152081335808022	4.837499393194987	4.8444042750525975
0.56281407035175879	4.8626352468443788	4.8940093283582087	4.9020650238587535	4.823205469830004	4.8312611653305488
0.64321608040201006	4.8489167303008625	4.8797154049932248	4.8889219141367057	4.8089115464650201	4.818118055608501
0.72361809045226133	4.835198213757347	4.8654214816282417	4.8757788044146571	4.794617623100037	4.8049749458864524
0.8040201005025126	4.8214796972138316	4.8511275582632587	4.8626356946926084	4.780323699735054	4.7918318361644037
0.88442211055276387	4.8077611806703153	4.8368336348982748	4.8494925849705606	4.7660297763700701	4.7786887264423559
0.96482412060301503	4.7940426641267999	4.8225397115332918	4.8363494752485119	4.7517358530050871	4.7655456167203072
1.0452261306532664	4.7803241475832836	4.8082457881683087	4.8232063655264641	4.737441929640104	4.7524025069982594
1.1256281407035176	4.7666056310397682	4.7939518648033248	4.8100632558044154	4.7231480062751201	4.7392593972762107
1.206030150753769	4.7528871144962519	4.7796579414383418	4.7969201460823676	4.7088540829101371	4.7261162875541629
1.2864321608040201	4.7391685979527365	4.7653640180733587	4.7837770363603189	4.694560159545154	4.7129731778321142
1.3668341708542713	4.7254500814092202	4.7510700947083748	4.7706339266382702	4.6802662361801701	4.6998300681100655
1.4472361809045227	4.7117315648657048	4.7367761713433918	4.7574908169162224	4.6659723128151871	4.6866869583880177
1.5276381909547738	4.6980130483221885	4.7224822479784088	4.7443477071941738	4.6516783894502041	4.6735438486659691
1.6080402010050252	4.6842945317786731	4.7081883246134248	4.731204597472126	4.6373844660852201	4.6604007389439213
1.6884422110552764	4.6705760152351576	4.6938944012484418	4.7180614877500773	4.6230905427202371	4.6472576292218726
1.7688442211055277	4.6568574986916413	4.6796004778834588	4.7049183780280295	4.6087966193552541	4.6341145194998248
1.8492462311557789	4.6431389821481259	4.6653065545184749	4.6917752683059808	4.5945026959902702	4.6209714097777761
1.9296482412060301	4.6294204656046096	4.6510126311534918	4.6786321585839321	4.5802087726252871	4.6078283000557274
2.0100502512562812	4.6157019490610942	4.6367187077885088	4.6654890488618843	4.5659148492603041	4.5946851903336796
2.0904522613065328	4.6019834325175779	4.6224247844235249	4.6523459391398356	4.5516209258953202	4.5815420806116309
2.170854271356784	4.5882649159740625	4.6081308610585419	4.6392028294177878	4.5373270025303372	4.5683989708895831
2.2512562814070352	4.5745463994305471	4.5938369376935588	4.6260597196957391	4.5230330791653541	4.5552558611675344
2.3316582914572863	4.5608278828870308	4.5795430143285749	4.6129166099736914	4.5087391558003702	4.5421127514454867
2.4120603015075379	4.5471093663435154	4.5652490909635919	4.5997735002516427	4.4944452324353872	4.528969641723438
2.4924623115577891	4.5333908497999991	4.5509551675986089	4.586630390529594	4.4801513090704042	4.5158265320013893
2.5728643216080402	4.5196723332564837	4.5366612442336249	4.5734872808075462	4.4658573857054202	4.5026834222793415
2.6532663316582914	4.5059538167129674	4.5223673208686419	4.5603441710854975	4.4515634623404372	4.4895403125572928
2.7336683417085426	4.4922353001694519	4.5080733975036589	4.5472010613634497	4.4372695389754542	4.476397202835245
2.8140703517587942	4.4785167836259356	4.493779474138675	4.534057951641401	4.4229756156104703	4.4632540931131963
2.8944723618090453	4.4647982670824202	4.4794855507736919	4.5209148419193532	4.4086816922454872	4.4501109833911485
2.9748743718592965	4.4510797505389039	4.4651916274087089	4.5077717321973045	4.3943877688805042	4.4369678736690998
3.0552763819095476	4.4373612339953885	4.450897704043725	4.4946286224752567	4.3800938455155203	4.423824763947052
3.1356783919597992	4.4236427174518731	4.4366037806787419	4.4814855127532081	4.3657999221505372	4.4106816542250034
3.2160804020100504	4.4099242009083568	4.4223098573137589	4.4683424030311603	4.3515059987855542	4.3975385445029556
3.2964824120603016	4.3962056843648414	4.408015933948775	4.4551992933091116	4.3372120754205703	4.3843954347809069
3.3768844221105527	4.3824871678213251	4.393722010583792	4.4420561835870629	4.3229181520555873	4.3712523250588582
3.4572864321608039	4.3687686512778097	4.3794280872188089	4.4289130738650151	4.3086242286906042	4.3581092153368104
3.5376884422110555	4.3550501347342934	4.365134163853825	4.4157699641429664	4.2943303053256203	4.3449661056147617
3.6180904522613067	4.341331618190778	4.350840240488842	4.4026268544209186	4.2800363819606373	4.3318229958927139
3.6984924623115578	4.3276131016472617	4.336546317123859	4.3894837446988699	4.2657424585956543	4.3186798861706652
3.778894472361809	4.3138945851037462	4.322252393758875	4.3763406349768221	4.2514485352306703	4.3055367764486174
3.8592964824120601	4.3001760685602308	4.307958470393892	4.3631975252547734	4.2371546118656873	4.2923936667265687
3.9396984924623117	4.2864575520167145	4.293664547028909	4.3500544155327248	4.2228606885007043	4.2792505570045201
4.0201005025125625	4.2727390354731991	4.279370623663926	4.336911305810677	4.2085667651357213	4.2661074472824723
4.1005025125628141	4.2590205189296828	4.265076700298942	4.3237681960886283	4.1942728417707373	4.2529643375604236
4.1809045226130657	4.2453020023861674	4.250782776933959	4.3106250863665805	4.1799789184057543	4.2398212278383758
4.2613065326633164	4.2315834858426511	4.2364888535689751	4.2974819766445318	4.1656849950407704	4.2266781181163271
4.341708542713568	4.2178649692991357	4.2221949302039921	4.284338866922484	4.1513910716757874	4.2135350083942793
4.4221105527638196	4.2041464527556194	4.207901006839009	4.2711957572004353	4.1370971483108043	4.2003918986722306
4.5025125628140703	4.190427936212104	4.1936070834740251	4.2580526474783866	4.1228032249458204	4.1872487889501819
4.5829145728643219	4.1767094196685886	4.1793131601090421	4.2449095377563388	4.1085093015808374	4.1741056792281341
4.6633165829145726	4.1629909031250723	4.1650192367440591	4.2317664280342902	4.0942153782158544	4.1609625695060855
4.7437185929648242	4.1492723865815568	4.1507253133790751	4.2186233183122424	4.0799214548508704	4.1478194597840377
4.8241206030150758	4.1355538700380405	4.1364313900140921	4.2054802085901937	4.0656275314858874	4.134676350061989
4.9045226130653266	4.1218353534945251	4.1221374666491091	4.1923370988681459	4.0513336081209044	4.1215332403399412
4.9849246231155782	4.1081168369510088	4.1078435432841252	4.1791939891460972	4.0370396847559205	4.1083901306178925
5.0653266331658289	4.0943983204074934	4.0935496199191421	4.1660508794240494	4.0227457613909374	4.0952470208958447
5.1457286432160805	4.0806798038639771	4.0792556965541591	4.1529077697020007	4.0084518380259544	4.082103911173796
5.2261306532663321	4.0669612873204617	4.0649617731891752	4.139764659979952	3.9941579146609709	4.0689608014517473
5.3065326633165828	4.0532427707769454	4.0506678498241921	4.1266215502579042	3.9798639912959874	4.0558176917296995
5.3869346733668344	4.03952425423343	4.0363739264592091	4.1134784405358555	3.9655700679310044	4.0426745820076508
5.4673366834170851	4.0258057376899146	4.0220800030942261	4.1003353308138077	3.9512761445660209	4.029531472285603
5.5477386934673367	4.0120872211463983	4.0077860797292422	4.0871922210917591	3.9369822212010375	4.0163883625635544
5.6281407035175883	3.9983687046028824	3.9934921563642591	4.0740491113697104	3.9226882978360544	4.0032452528415057
5.708542713567839	3.9846501880593665	3.9791982329992757	4.0609060016476626	3.908394374471071	3.9901021431194579
5.7889447236180906	3.9709316715158511	3.9649043096342922	4.0477628919256148	3.8941004511060875	3.9769590333974096
5.8693467336683414	3.9572131549723353	3.9506103862693092	4.0346197822035661	3.8798065277411045	3.9638159236753614
5.949748743718593	3.9434946384288194	3.9363164629043257	4.0214766724815174	3.865512604376121	3.9506728139533132
6.0301507537688446	3.9297761218853036	3.9220225395393422	4.0083335627594696	3.8512186810111375	3.9375297042312649
6.1105527638190953	3.9160576053417877	3.9077286161743592	3.9951904530374209	3.8369247576461545	3.9243865945092162
6.1909547738693469	3.9023390887982718	3.8934346928093757	3.9820473433153731	3.822630834281171	3.9112434847871684
6.2713567839195985	3.888620572254756	3.8791407694443922	3.9689042335933244	3.8083369109161875	3.8981003750651197
6.3517587939698492	3.8749020557112406	3.8648468460794092	3.9557611238712762	3.7940429875512045	3.8849572653430715
6.4321608040201008	3.8611835391677243	3.8505529227144257	3.942618014149228	3.779749064186221	3.8718141556210233
6.5125628140703515	3.8474650226242089	3.8362589993494423	3.9294749044271797	3.7654551408212376	3.858671045898975
6.5929648241206031	3.8337465060806926	3.8219650759844592	3.9163317947051315	3.7511612174562545	3.8455279361769268
6.6733668341708547	3.8200279895371771	3.8076711526194758	3.9031886849830828	3.7368672940912711	3.8323848264548781
6.7537688442211055	3.8063094729936613	3.7933772292544923	3.890045575261035	3.7225733707262876	3.8192417167328303
6.8341708542713571	3.7925909564501454	3.7790833058895092	3.8769024655389863	3.7082794473613045	3.8060986070107816
6.9145728643216078	3.7788724399066296	3.7647893825245258	3.8637593558169385	3.6939855239963211	3.7929554972887338
6.9949748743718594	3.7651539233631137	3.7504954591595423	3.8506162460948898	3.6796916006313376	3.7798123875666851
7.075376884422111	3.7514354068195979	3.7362015357945593	3.8374731363728416	3.6653976772663546	3.7666692778446369
7.1557788944723617	3.737716890276082	3.7219076124295758	3.8243300266507934	3.6511037539013711	3.7535261681225887
7.2361809045226133	3.7239983737325666	3.7076136890645923	3.8111869169287447	3.6368098305363876	3.74038305840054
7.316582914572864	3.7102798571890503	3.6933197656996093	3.7980438072066969	3.6225159071714046	3.7272399486784922
7.3969849246231156	3.6965613406455349	3.6790258423346258	3.7849006974846482	3.6082219838064211	3.7140968389564435
7.4773869346733672	3.6828428241020186	3.6647319189696423	3.7717575877626	3.5939280604414376	3.7009537292343953
7.557788944723618	3.6691243075585032	3.6504379956046593	3.7586144780405517	3.5796341370764546	3.687810619512347
7.6381909547738696	3.6554057910149873	3.6361440722396758	3.7454713683185035	3.5653402137114711	3.6746675097902988
7.7185929648241203	3.6416872744714714	3.6218501488746924	3.7323282585964552	3.5510462903464877	3.6615244000682505
7.7989949748743719	3.6279687579279556	3.6075562255097093	3.719185148874407	3.5367523669815046	3.6483812903462023
7.8793969849246235	3.6142502413844397	3.5932623021447259	3.7060420391523587	3.5224584436165212	3.635238180624154
7.9597989949748742	3.6005317248409243	3.5789683787797424	3.6928989294303101	3.5081645202515377	3.6220950709021054
8.0402010050251249	3.5868132082974085	3.5646744554147594	3.6797558197082623	3.4938705968865547	3.6089519611800576
8.1206030150753765	3.5730946917538926	3.5503805320497759	3.6666127099862136	3.4795766735215712	3.5958088514580089
8.2010050251256281	3.5593761752103767	3.5360866086847924	3.6534696002641653	3.4652827501565877	3.5826657417359606
8.2814070351758797	3.5456576586668609	3.5217926853198094	3.6403264905421171	3.4509888267916047	3.5695226320139124
8.3618090452261313	3.5319391421233446	3.5074987619548255	3.6271833808200684	3.4366949034266208	3.5563795222918637
8.4422110552763812	3.5182206255798292	3.4932048385898424	3.6140402710980206	3.4224009800616377	3.5432364125698159
8.5226130653266328	3.5045021090363138	3.4789109152248594	3.6008971613759724	3.4081070566966547	3.5300933028477677
8.6030150753768844	3.4907835924927975	3.4646169918598759	3.5877540516539241	3.3938131333316712	3.5169501931257194
8.683417085427136	3.477065075949282	3.4503230684948925	3.5746109419318755	3.3795192099666878	3.5038070834036708
8.7638190954773876	3.4633465594057657	3.4360291451299094	3.5614678322098272	3.3652252866017047	3.4906639736816225
8.8442211055276392	3.4496280428622499	3.4217352217649255	3.548324722487779	3.3509313632367208	3.4775208639595743
8.924623115577889	3.4359095263187345	3.4074412983999425	3.5351816127657307	3.3366374398717378	3.464377754237526
9.0050251256281406	3.4221910097752186	3.3931473750349594	3.5220385030436825	3.3223435165067547	3.4512346445154778
9.0854271356783922	3.4084724932317028	3.378853451669976	3.5088953933216338	3.3080495931417713	3.4380915347934291
9.1658291457286438	3.3947539766881869	3.3645595283049925	3.495752283599586	3.2937556697767878	3.4249484250713813
9.2462311557788954	3.381035460144671	3.3502656049400095	3.4826091738775373	3.2794617464118048	3.4118053153493326
9.3266331658291453	3.3673169436011552	3.335971681575026	3.4694660641554895	3.2651678230468213	3.3986622056272848
9.4070351758793969	3.3535984270576398	3.3216777582100425	3.4563229544334408	3.2508738996818378	3.3855190959052361
9.4874371859296485	3.3398799105141235	3.3073838348450595	3.4431798447113926	3.2365799763168548	3.3723759861831879
9.5678391959799001	3.3261613939706081	3.293089911480076	3.4300367349893444	3.2222860529518713	3.3592328764611397
9.6482412060301517	3.3124428774270918	3.2787959881150925	3.4168936252672957	3.2079921295868878	3.346089766739091
9.7286432160804015	3.2987243608835763	3.2645020647501095	3.4037505155452479	3.1936982062219048	3.3329466570170432
9.8090452261306531	3.2850058443400605	3.250208141385126	3.3906074058231992	3.1794042828569213	3.3198035472949945
9.8894472361809047	3.2712873277965446	3.2359142180201426	3.3774642961011514	3.1651103594919379	3.3066604375729467
9.9698492462311563	3.2575688112530288	3.2216202946551595	3.3643211863791027	3.1508164361269548	3.293517327850898
10.050251256281408	3.2438502947095129	3.2073263712901756	3.3511780766570545	3.1365225127619709	3.2803742181288498
10.130653266331658	3.2301317781659975	3.1930324479251926	3.3380349669350062	3.1222285893969879	3.2672311084068015
10.211055276381909	3.2164132616224812	3.1787385245602096	3.324891857212958	3.1079346660320049	3.2540879986847533
10.291457286432161	3.2026947450789658	3.1644446011952261	3.3117487474909098	3.0936407426670214	3.2409448889627051
10.371859296482413	3.1889762285354495	3.1501506778302426	3.2986056377688611	3.0793468193020379	3.2278017792406564
10.452261306532664	3.1752577119919341	3.1358567544652596	3.2854625280468133	3.0650528959370549	3.2146586695186086
10.532663316582914	3.1615391954484182	3.1215628311002765	3.272319418324765	3.0507589725720718	3.2015155597965603
10.613065326633166	3.1478206789049024	3.1072689077352926	3.2591763086027168	3.0364650492070879	3.1883724500745121
10.693467336683417	3.1341021623613865	3.0929749843703096	3.2460331988806681	3.0221711258421049	3.1752293403524634
10.773869346733669	3.1203836458178706	3.0786810610053261	3.2328900891586199	3.0078772024771214	3.1620862306304152
10.85427135678392	3.1066651292743548	3.0643871376403427	3.2197469794365716	2.993583279112138	3.1489431209083669
10.93467336683417	3.0929466127308389	3.0500932142753596	3.2066038697145234	2.9792893557471549	3.1358000111863187
11.015075376884422	3.0792280961873235	3.0357992909103761	3.1934607599924751	2.9649954323821714	3.1226569014642704
11.095477386934673	3.0655095796438072	3.0215053675453927	3.1803176502704265	2.950701509017188	3.1095137917422218
11.175879396984925	3.0517910631002918	3.0072114441804096	3.1671745405483787	2.9364075856522049	3.096370682020174
11.256281407035177	3.0380725465567755	2.9929175208154262	3.15403143082633	2.9221136622872215	3.0832275722981253
11.336683417085426	3.0243540300132601	2.9786235974504431	3.1408883211042822	2.9078197389222384	3.0700844625760775
