# t	ln_central	ln_pp	ln_pm	ln_mp	ln_mm
11.417085427135678	3.0106355134697442	2.9643296740854597	3.1277452113822335	2.893525815557255	3.0569413528540288
11.49748743718593	2.9969169969262284	2.9500357507204762	3.1146021016601853	2.8792318921922715	3.0437982431319806
11.577889447236181	2.9831984803827125	2.9357418273554927	3.101458991938137	2.864937968827288	3.0306551334099323
11.658291457286433	2.9694799638391967	2.9214479039905097	3.0883158822160883	2.850644045462305	3.0175120236878836
11.738693467336683	2.9557614472956812	2.9071539806255262	3.0751727724940405	2.8363501220973215	3.0043689139658358
11.819095477386934	2.9420429307521654	2.8928600572605432	3.0620296627719918	2.8220561987323385	2.9912258042437871
11.899497487437186	2.9283244142086495	2.8785661338955597	3.048886553049944	2.807762275367355	2.9780826945217393
11.979899497487438	2.9146058976651337	2.8642722105305762	3.0357434433278954	2.7934683520023715	2.9649395847996907
12.060301507537689	2.9008873811216178	2.8499782871655928	3.0226003336058471	2.7791744286373881	2.9517964750776424
12.140703517587941	2.887168864578102	2.8356843638006093	3.0094572238837989	2.7648805052724046	2.9386533653555942
12.221105527638191	2.8734503480345861	2.8213904404356263	2.9963141141617506	2.7505865819074216	2.9255102556335459
12.301507537688442	2.8597318314910702	2.8070965170706432	2.9831710044397024	2.7362926585424385	2.9123671459114977
12.381909547738694	2.8460133149475544	2.7928025937056598	2.9700278947176542	2.7219987351774551	2.8992240361894495
12.462311557788945	2.8322947984040385	2.7785086703406763	2.9568847849956055	2.7077048118124716	2.8860809264674008
12.542713567839197	2.8185762818605227	2.7642147469756928	2.9437416752735572	2.6934108884474881	2.8729378167453525
12.623115577889447	2.8048577653170073	2.7499208236107098	2.930598565551509	2.6791169650825051	2.8597947070233043
12.703517587939698	2.7911392487734914	2.7356269002457263	2.9174554558294608	2.6648230417175216	2.8466515973012561
12.78391959798995	2.7774207322299755	2.7213329768807428	2.9043123461074125	2.6505291183525381	2.8335084875792078
12.864321608040202	2.7637022156864597	2.7070390535157598	2.8911692363853643	2.6362351949875551	2.8203653778571596
12.944723618090453	2.7499836991429438	2.6927451301507763	2.8780261266633156	2.6219412716225716	2.8072222681351109
13.025125628140703	2.736265182599428	2.6784512067857933	2.8648830169412678	2.6076473482575886	2.7940791584130631
13.105527638190955	2.7225466660559121	2.6641572834208098	2.8517399072192195	2.5933534248926051	2.7809360486910149
13.185929648241206	2.7088281495123963	2.6498633600558263	2.8385967974971709	2.5790595015276216	2.7677929389689662
13.266331658291458	2.6951096329688804	2.6355694366908429	2.8254536877751226	2.5647655781626382	2.7546498292469179
13.346733668341709	2.6813911164253645	2.6212755133258598	2.8123105780530744	2.5504716547976551	2.7415067195248697
13.427135678391959	2.6676725998818491	2.6069815899608764	2.7991674683310261	2.5361777314326717	2.7283636098028214
13.507537688442211	2.6539540833383333	2.5926876665958933	2.7860243586089779	2.5218838080676886	2.7152205000807732
13.587939698492463	2.6402355667948174	2.5783937432309099	2.7728812488869297	2.5075898847027052	2.702077390358725
13.668341708542714	2.6265170502513016	2.5640998198659264	2.759738139164881	2.4932959613377217	2.6889342806366763
13.748743718592966	2.6127985337077857	2.5498058965009429	2.7465950294428327	2.4790020379727382	2.675791170914628
13.829145728643216	2.5990800171642698	2.5355119731359599	2.7334519197207849	2.4647081146077552	2.6626480611925802
13.909547738693467	2.585361500620754	2.5212180497709764	2.7203088099987363	2.4504141912427717	2.6495049514705316
13.989949748743719	2.5716429840772381	2.5069241264059934	2.707165700276688	2.4361202678777887	2.6363618417484833
14.07035175879397	2.5579244675337223	2.4926302030410099	2.6940225905546398	2.4218263445128052	2.6232187320264351
14.150753768844222	2.5442059509902064	2.4783362796760264	2.6808794808325915	2.4075324211478217	2.6100756223043868
14.231155778894472	2.530487434446691	2.4640423563110434	2.6677363711105433	2.3932384977828387	2.5969325125823386
14.311557788944723	2.5167689179031751	2.4497484329460599	2.6545932613884951	2.3789445744178552	2.5837894028602904
14.391959798994975	2.5030504013596593	2.4354545095810765	2.6414501516664464	2.3646506510528718	2.5706462931382417
14.472361809045227	2.4893318848161434	2.421160586216093	2.6283070419443981	2.3503567276878883	2.5575031834161934
14.552763819095478	2.4756133682726276	2.40686666285111	2.6151639322223499	2.3360628043229053	2.5443600736941452
14.633165829145728	2.4618948517291117	2.3925727394861269	2.6020208225003016	2.3217688809579222	2.5312169639720969
14.71356783919598	2.4481763351855959	2.3782788161211434	2.5888777127782534	2.3074749575929387	2.5180738542500487
14.793969849246231	2.43445781864208	2.36398489275616	2.5757346030562052	2.2931810342279553	2.5049307445280005
14.874371859296483	2.4207393020985641	2.3496909693911765	2.5625914933341569	2.2788871108629718	2.4917876348059522
14.954773869346734	2.4070207855550483	2.335397046026193	2.5494483836121082	2.2645931874979883	2.4786445250839035
15.035175879396984	2.3933022690115329	2.32110312266121	2.5363052738900604	2.2502992641330053	2.4655014153618557
15.115577889447236	2.379583752468017	2.3068091992962265	2.5231621641680118	2.2360053407680218	2.4523583056398071
15.195979899497488	2.3658652359245012	2.2925152759312435	2.5100190544459635	2.2217114174030388	2.4392151959177588
15.276381909547739	2.3521467193809853	2.27822135256626	2.4968759447239153	2.2074174940380553	2.4260720861957106
15.356783919597991	2.3384282028374694	2.2639274292012765	2.483732835001867	2.1931235706730718	2.4129289764736623
15.437185929648241	2.324709686293954	2.2496335058362935	2.4705897252798188	2.1788296473080888	2.3997858667516141
15.517587939698492	2.3109911697504377	2.23533958247131	2.4574466155577706	2.1645357239431053	2.3866427570295659
15.597989949748744	2.2972726532069219	2.2210456591063266	2.4443035058357223	2.1502418005781219	2.3734996473075176
15.678391959798995	2.283554136663406	2.2067517357413431	2.4311603961136736	2.1359478772131384	2.3603565375854689
15.758793969849247	2.2698356201198902	2.1924578123763601	2.4180172863916254	2.1216539538481554	2.3472134278634207
15.839195979899499	2.2561171035763743	2.1781638890113766	2.4048741766695771	2.1073600304831719	2.3340703181413724
15.919597989949748	2.2423985870328589	2.1638699656463936	2.3917310669475289	2.0930661071181889	2.3209272084193242
16	2.228680070489343	2.1495760422814101	2.3785879572254807	2.0787721837532054	2.307784098697276
